File_path,filter_idx
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0396.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0397.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0398.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0399.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0400.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0401.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0402.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0403.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0404.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0405.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0406.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0407.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0408.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0409.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0410.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0411.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0412.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0413.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0414.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0415.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0416.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0417.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0418.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0419.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0420.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0421.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0422.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0423.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0424.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0425.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0426.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0427.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0428.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0429.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0430.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0431.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0432.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0433.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0434.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0435.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0436.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0437.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0438.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0439.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0440.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0441.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0442.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0443.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0444.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0445.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0446.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0447.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0448.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0449.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0450.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0451.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0452.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0453.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0454.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0455.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0456.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0457.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0458.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0459.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0460.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0461.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0462.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0463.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0464.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0465.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0466.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0467.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0468.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0469.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0470.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0471.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0472.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0473.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0474.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0475.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0476.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0477.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0478.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0479.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0480.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0481.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0482.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0483.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0484.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0485.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0486.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0487.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0488.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0489.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0490.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0491.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0492.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0493.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0494.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0495.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0496.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0497.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0498.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0499.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0500.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0501.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0502.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0503.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0504.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0505.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0506.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0507.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0508.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0509.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0510.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0511.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0512.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0513.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0514.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0515.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0516.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0517.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0518.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0519.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0520.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0521.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0522.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0523.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0524.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0525.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0526.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0527.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0528.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0529.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0530.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0531.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0532.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0533.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0534.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0535.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0536.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0537.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0538.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0539.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0540.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0541.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0542.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0543.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0544.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0545.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0546.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0547.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0548.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0549.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0550.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0551.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0552.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0553.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0554.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0555.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0556.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0557.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0558.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0559.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0560.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0561.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0562.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0563.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0564.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0565.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0566.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0567.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0568.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0569.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0570.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0571.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0572.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0573.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0574.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0575.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0576.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0577.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0578.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0579.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0580.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0581.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0582.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0583.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0584.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0585.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0586.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0587.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0588.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0589.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0590.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0591.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0592.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0593.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0594.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0595.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0596.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0597.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0598.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0599.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0600.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0601.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0602.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0603.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0604.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0605.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0606.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0607.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0608.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0609.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0610.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0611.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0612.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0613.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0614.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0615.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0616.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0617.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0618.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0619.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0620.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0621.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0622.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0623.wav,0
D:\VSCodeRepository\SceneZone-ANC\data\synth_noise\cls_0\0624.wav,0
